Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s),Parte,Link Google Maps,Ultima,Descrizione
7,1,541348,Via Erberto Carboni  43123 Parma ( PR ),La Torre srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,2,502432,Via Budellungo Est  43123 Parma ( PR ),Immobiliare Farnese srl,1374,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,3,520085,via Cassio Parmense  43123 Parma ( PR ),Impresa ing.Marchesini srl,2807,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,4,498898,Via del Garda 8  43123 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI,4321,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,5,498895,Via B.go San Giuseppe 32  43125 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI; F.lli B System Srl,6037,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,6,530550,Via Caduti di Nassrya  43126 Parma ( PR ),Bucci SpA,7656,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,7,476035,Loc. Castelguelfo  43010 Fontevivo ( PR ),Scaramuzza Fabrizio srl,9532,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,8,541249,Via Formica (ex c.d.1)   43015 Noceto ( PR ),Rgm New srl,11148,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,9,496599,Via R. Livatino 2  43039 Salsomaggiore Terme ( PR ),Renato Monica srl; integrato,13683,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,10,524785,Via Ricostruzione  29014 Castell'Arquato ( PC ),Quattoli Giacomo Costruzioni Edili srl,16358,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214"", ""Blocco 8 Parte 1"")",,
7,11,531347,Via De Andrè  29010 Pontenure ( PC ),Camia Costruzioni srl,18991,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689/44.613644%2C10.2612933"", ""Blocco 8 Parte 2"")",,
7,12,479436,PEEP Q.re Farnesiana  29122 Piacenza ( PC ),BeGen Infrastrutture srl,20947,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689/44.613644%2C10.2612933"", ""Blocco 8 Parte 2"")",,
7,13,500595,Via Card.Maculani  29100 Piacenza ( PC ),Housingest Network Srl,22791,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689/44.613644%2C10.2612933"", ""Blocco 8 Parte 2"")",,
7,14,517989,Via del Pereto  29029 Rivergaro ( PC ),Tibulli Costruzioni srl,25553,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689/44.613644%2C10.2612933"", ""Blocco 8 Parte 2"")",,
7,15,528103,via Don Orsi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,25553,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689/44.613644%2C10.2612933"", ""Blocco 8 Parte 2"")",ultima azienda da visitare,
8,1,522928,Via Aldo Fochi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,2,496776,Via Andrea Costa 4  42016 Guastalla ( RE ),Edilpiù di Vaccari Emerenzio & C Snc,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,3,490467,Via Grandi 195  41019 Soliera ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri srl,3881,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,4,519052,Via Alessandro Manzoni  40012 Calderara di Reno ( BO ),Industrie Edili SpA,7660,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,5,528704,via Emilia Ponente 56  40100 Bologna ( BO ),Tecnocem srl,9399,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,6,274886,Via Ponente  40133 Bologna ( BO ),Impresa Percassi SpA,10860,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,7,517610,via Terracini  40131 Bologna ( BO ),Gruppo Dipierri SpA,12382,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,8,510689,Navile  40122 Bologna ( BO ),G&G srl,14005,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,9,530220,Via Matteotti 12  40013 Castel Maggiore ( BO ),Cires Società Cooperativa,16380,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,10,513949,Via S.Marina 35  40010 Bentivoglio ( BO ),Paolucci Costruzioni srl,18145,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729/44.6031573%2C11.4179637"", ""Blocco 9 Parte 1"")",,
8,11,506787,Via Alda Merini 2   40055 Castenaso ( BO ),Abitare Villanova srl,20320,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767"", ""Blocco 9 Parte 2"")",,
8,12,525391,Via Piave 1/2-1/3-1/4  40055 Castenaso ( BO ),Residenza Piave srl,21953,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767"", ""Blocco 9 Parte 2"")",,
8,13,536666,Via Emilia   40068 San Lazzaro di Savena ( BO ),Bononia Holding srl,23626,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767"", ""Blocco 9 Parte 2"")",,
8,14,517541,Via Speranza  40068 San Lazzaro di Savena ( BO ),Gruppo Dipierri SpA,24952,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767"", ""Blocco 9 Parte 2"")",ultima azienda da visitare,
9,1,530034,B.go San Gottardo 44  30026 Portogruaro ( VE ),Capogruppo ATI; Castellanimpianti srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,2,526775,Via Comugne  30020 Pramaggiore ( VE ),Galli srl,1973,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,3,524953,Via Cima da Conegliano  31016 Cordignano ( TV ),Impresa Edile Artigiana Fratelli Carlet,5231,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,4,496253,Via Martiri delle Foibe  32036 Sedico ( BL ),Tena srl,9769,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,5,186399,ex cartiera Galvani  31029 Vittorio Veneto ( TV ),Luma srl,13643,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,6,335871,Via Selva Rosata 79  30021 Caorle ( VE ),Manelli Impresa Spa,13643,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,7,533327,Via Immacolata di Lourdes  31015 Conegliano ( TV ),Tre srl,13643,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,8,525893,Via Monte Civetta  31015 Conegliano ( TV ),Immobiliare Regina srl,14988,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,9,528922,P.zza Calvi  31015 Conegliano ( TV ),Luma srl,16659,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,10,529002,"Via Pietro Caronelli, 28  31015 Conegliano ( TV )",Lavoro srl,17928,1,"=HYPERLINK(""https://www.google.com/maps/dir/45.7795907%2C12.8389052/45.8003307%2C12.7468054/45.9443805%2C12.4231724/46.1138677%2C12.0928919/45.973307%2C12.3114989/45.5617946%2C12.7946751/45.8983727%2C12.2924192/45.9010052%2C12.2856577/45.8848608%2C12.2963579/45.886057%2C12.2927579"", ""Blocco 1 Parte 1"")",,
9,11,491589,Via Stadio 16  31015 Conegliano ( TV ),Golden Art srl,19382,2,"=HYPERLINK(""https://www.google.com/maps/dir/45.8814895%2C12.3047018/45.87343360000001%2C12.2836901/45.888254%2C12.2985116/45.9014921%2C12.1716702"", ""Blocco 1 Parte 2"")",,
9,12,521801,Via Cacciatori delle Alpi 16  31015 Conegliano ( TV ),Terna Costruzioni srl,20902,2,"=HYPERLINK(""https://www.google.com/maps/dir/45.8814895%2C12.3047018/45.87343360000001%2C12.2836901/45.888254%2C12.2985116/45.9014921%2C12.1716702"", ""Blocco 1 Parte 2"")",,
9,13,522887,Via Teatro Vecchio 17  31015 Conegliano ( TV ),Bodio H srl,22692,2,"=HYPERLINK(""https://www.google.com/maps/dir/45.8814895%2C12.3047018/45.87343360000001%2C12.2836901/45.888254%2C12.2985116/45.9014921%2C12.1716702"", ""Blocco 1 Parte 2"")",,
9,14,542206,Via Garibaldi  31053 Pieve di Soligo ( TV ),De Biasi Costruzioni snc,25158,2,"=HYPERLINK(""https://www.google.com/maps/dir/45.8814895%2C12.3047018/45.87343360000001%2C12.2836901/45.888254%2C12.2985116/45.9014921%2C12.1716702"", ""Blocco 1 Parte 2"")",ultima azienda da visitare,
10,1,464092,Via Montevecchio  47921 Rimini ( RN ),Venturelli Romolo Srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,2,512649,Loc. Milano Marittima  48015 Cervia ( RA ),Gruppo Ritmo srl,3717,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,3,536084,Via Lord Byron snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,5450,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,4,495495,V.le Amerigo Vespucci  48125 Ravenna ( RA ),Galileo srl,6825,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,5,536086,Via Antica Milizia  48121 Ravenna ( RA ),Gruppo Ritmo srl + Gruppo Ritmo srl; assegnato,9260,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,6,535928,Via Suzzi  48124 Ravenna ( RA ),CMCF Soc. Coop. Muratori Cementisti Faenza,10875,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,7,409306,p.le Farini 21  48121 Ravenna ( RA ),CEAR Consorzio Edili Artigiani Ravenna Soc.; Safer srl; Stylcasa srl,12627,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,8,537153,Via delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,14632,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,9,542609,V.le delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,15832,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,10,493748,Via Risorgimento  44022 Comacchio ( FE ),Alco Costruzioni srl,19267,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.0053215%2C12.5549224/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464"", ""Blocco 12 Parte 1"")",,
10,11,493747,Via Tine  44022 Comacchio ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl; assegnato,20764,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.6859721%2C12.1940148/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043"", ""Blocco 12 Parte 2"")",,
10,12,516711,via Abeti 22  44022 Comacchio ( FE ),Albieri srl,22587,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.6859721%2C12.1940148/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043"", ""Blocco 12 Parte 2"")",,
10,13,496932,Via Rodolfo Morandi 1  44023 Lagosanto ( FE ),P & C Costruzioni srl; Rico Costruzioni srl; integrato,25033,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.6859721%2C12.1940148/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043"", ""Blocco 12 Parte 2"")",ultima azienda da visitare,
10,14,496384,Via Sacco e Vanzetti  44021 Codigoro ( FE ),Cires Società Cooperativa; Consorzio Integra Società Cooperativa; Seep Bo srl,27062,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.6859721%2C12.1940148/44.668213%2C12.2446034/44.7625854%2C12.1453606/44.8296325%2C12.1162043"", ""Blocco 12 Parte 2"")",ultima azienda da visitare,
11,1,453271,Via Emilia  40064 Ozzano dell'Emilia ( BO ),Futura Costruzioni srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,2,526451,Via F.lli Cervi - Via Mattei  40064 Ozzano dell'Emilia ( BO ),Bononia Holding srl,1408,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,3,515182,Via Collodi 3  40024 Castel San Pietro Terme ( BO ),Romagnoli Costruzioni Edili srl,3251,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,4,537531,Via Marangoni  40059 Medicina ( BO ),Next Design Group srl,5461,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,5,532073,Via Orsoni  40054 Budrio ( BO ),Molinella Costruzioni srl,7521,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,6,522205,Via Ariosto snc  40026 Imola ( BO ),SOGEI srl,10779,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
11,7,522919,Via Pisacane  40026 Imola ( BO ),Decostile; In Casa RE srl; SX srl; TBR Costruzioni Generali,12168,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4437443%2C11.4788431/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867"", ""Blocco 10 Parte 1"")",,
