ID Progetto,File,Indirizzo,Imprese,Valore Stimato
477884,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Torre  33170 Pordenone ( PN ),ICEP srl; integrato,3838000
477987,LOMBARDIA X FEDE,P.le Visconti  24127 Bergamo ( BG ),ArCo Lavori s.coop.consortile; Hana srl + Benis Costruzioni srl; Capogruppo ATI,6803000
478145,"PIEMONTE, LIGURIA, VENETO (1)",Via Cavour  30014 Cavarzere ( VE ),Capogruppo ATI; Erre Costruzioni srl; Sogedico srl; integrato; integrato aggiudicato alle imprese segnalate riunite in ATI.,1965000
478167,LOMBARDIA X FEDE,Via Newton 15  20148 Milano ( MI ),ATS Costruzioni Generali srl,3950000
478182,LOMBARDIA X FEDE,Via Paravia  20148 Milano ( MI ),IMG srl,2367000
478187,LOMBARDIA X FEDE,V.le Delle Rimembranze di Lambrate 24  20134 Milano ( MI ),Capogruppo ATI; SAC Società Appalti Costruzioni SpA,12650000
478195,"PIEMONTE, LIGURIA, VENETO (1)",Via XX Settembre  12060 Niella Tanaro ( CN ),Capogruppo ATI; Fantino Costruzioni SpA,1794000
478233,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Va Pontegradella 25  44123 Ferrara ( FE ),CAMAR Società Cooperativa; Meschiari srl,
478258,LOMBARDIA X FEDE,P.zza Cadorna  26100 Cremona ( CR ),Capogruppo ATI; Radar srl,1634000
478406,LOMBARDIA X FEDE,Via Filzi   20833 Giussano ( MB ),Ediltre srl,1500000
478538,LOMBARDIA X FEDE,Via F.lli Lodrini  46043 Castiglione delle Stiviere ( MN ),Vezzola SpA,938000
478546,LOMBARDIA X FEDE,Via Vavassori  24050 Cividate al Piano ( BG ),CGM srl,552000
478548,LOMBARDIA X FEDE,Via Piave  20846 Macherio ( MB ),PBS srl,8000000
478678,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",C.so Vittorio Emanuele  63100 Ascoli Piceno ( AP ),Capogruppo ATI; Travaglini Costruzioni srl,6640000
478867,"PIEMONTE, LIGURIA, VENETO (1)",Via Cravero 107  10095 Grugliasco ( TO ),Selva Mercurio srl,697000
479028,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via P. Togliatti  40050 Monte San Pietro ( BO ),Ter Costruzioni srl,900000
479232,"PIEMONTE, LIGURIA, VENETO (1)",P.za Arpino  12042 Bra ( CN ),MPM Costruzioni srl,12000000
479280,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Porto Corsini  48100 Ravenna ( RA ),ACG Arco Costruzioni Generali SpA; ArCo Lavori s.coop.consortile,35879000
479310,"PIEMONTE, LIGURIA, VENETO (1)",Via Roma 64  17021 Alassio ( SV ),Barbagallo Costruzioni srl,4000000
479436,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",PEEP Q.re Farnesiana  29122 Piacenza ( PC ),BeGen Infrastrutture srl,3730000
479590,"PIEMONTE, LIGURIA, VENETO (1)",Loc.Varigotti  17024 Finale Ligure ( SV ),Eco Costruzioni dei F.lli Pampararo srls,1500000
479640,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Resistenza 3  44021 Codigoro ( FE ),ISAM Srl,
479797,LOMBARDIA X FEDE,Via Segantini  22077 Olgiate Comasco ( CO ),Impresa Bellomi snc,
479830,"PIEMONTE, LIGURIA, VENETO (1)",Via Marino Boccanegra  16126 Genova ( GE ),CLSL Consorzio Leonardo Servizi & Lavori,11872000
479845,LOMBARDIA X FEDE,Via Salvo D'Acquisto  20864 Agrate Brianza ( MB ),Impresa Edile Mariani srl,1500000
479847,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Carlo Devigili  38017 Mezzolombardo ( TN ),De Vigili Imm.re srl,1600000
480181,"PIEMONTE, LIGURIA, VENETO (1)",Via San Giacomo  37135 Verona ( VR ),Coopservice Soc.coop.p.A.,11365000
480183,LOMBARDIA X FEDE,Via Condino 13  20139 Milano ( MI ),CMB Cooperativa Muratori Braccianti di Carpi srl,20000000
480241,LOMBARDIA X FEDE,Via Tovini  25020 Gambara ( BS ),Viola Costruzioni srl,3367000
480434,"PIEMONTE, LIGURIA, VENETO (1)",Via Alfieri 58  35013 Cittadella ( PD ),Comic srl,1982000
480584,LOMBARDIA X FEDE,Via Lavello  23801 Calolziocorte ( LC ),Capogruppo ATI; Constructions and Services srl; Tipiesse SpA,2208000
480674,LOMBARDIA X FEDE,Via Mazzini 2  20841 Carate Brianza ( MB ),Cosema Srl,
480772,"PIEMONTE, LIGURIA, VENETO (1)",Via Stazione  10090 Rosta ( TO ),Crisma Costruzioni,600000
480811,LOMBARDIA X FEDE,Via Curtatone  21013 Gallarate ( VA ),Impresa Edile Virgilio Gherardi srl,4778000
480816,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Canalazzo 75   48123 Ravenna ( RA ),RH Builder SpA,1205000
480836,LOMBARDIA X FEDE,Via San Quirico  20033 Solaro ( MI ),Urbania Spa,25000000
481009,LOMBARDIA X FEDE,Via San Tomaso  24121 Bergamo ( BG ),Racco Group SpA,10000000
481119,"PIEMONTE, LIGURIA, VENETO (1)",C.so Massimo d'Azeglio 90/a  10126 Torino ( TO ),Edilcostruzioni Group srl,2555000
481172,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Casciana Terme  56035 Casciana Terme Lari ( PI ),Consorzio Innova Società Cooperativa,3224000
481276,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Collemarino  60126 Ancona ( AN ),Edil Giancamilli srl,1200000
481454,LOMBARDIA X FEDE,V.le Borri 57  21100 Varese ( VA ),Notarimpresa SpA,
481524,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Pavignano  13900 Biella ( BI ),CREAMI srl; DeBo 3 srl,1380000
481525,"PIEMONTE, LIGURIA, VENETO (1)",Via De Amicis 7  13900 Biella ( BI ),Cogedil srl,1428000
481624,LOMBARDIA X FEDE,Via Di Vittorio  25010 Borgosatollo ( BS ),Lucchini Costruzioni srl,
481636,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Ugo Rindi  56121 Pisa ( PI ),Capogruppo ATI; LFM SpA,1025000
481642,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Giovanni XXIII  56038 Ponsacco ( PI ),Bianchi Sergio srl; Rubechi Wood Technology srl,600000
481673,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Brando Brandi  47121 Forlì ( FC ),Olivucci Enea Srl,1200000
481779,"PIEMONTE, LIGURIA, VENETO (1)",Via Visconti  15033 Casale Monferrato ( AL ),CEAM Consorzio Artigiani Edili Affini Monferrino; Lived srl,2094000
481793,"PIEMONTE, LIGURIA, VENETO (1)",Q.re Nord - Via Fara  28100 Novara ( NO ),Capogruppo ATI; DeBo 3 srl,2766000
481794,"PIEMONTE, LIGURIA, VENETO (1)",Q.re S.Agabio  28100 Novara ( NO ),CREAMI srl; Capogruppo ATI,2132000
481902,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Roma  60035 Jesi ( AN ),Set Costruzioni Servizi Edili e Tecnici srl,1800000
481982,"PIEMONTE, LIGURIA, VENETO (1)",Via Pasteur 11  30031 Dolo ( VE ),Capogruppo ATI; Fullservice Srl,2010000
481994,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Colombo  52100 Arezzo ( AR ),Capogruppo ATI; VaCriDa srl,
482047,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Resistenza  47822 Santarcangelo di Romagna ( RN ),Capogruppo ATI; Cicai Consorzio Imprese dell'Adriatico Società; integrato,3183000
482066,LOMBARDIA X FEDE,Via Novari  20086 Motta Visconti ( MI ),C.N. Costruzioni Edili srl,1529000
482138,LOMBARDIA X FEDE,Via De Gasperi 12  20083 Gaggiano ( MI ),Alto Serio Costruzioni srl,1547000
482164,LOMBARDIA X FEDE,Via Scartazini 22  23022 Chiavenna ( SO ),Tecno Service srl Impianti Tecnologici,1495000
482213,"PIEMONTE, LIGURIA, VENETO (1)",Via Belvedere 18  17026 Noli ( SV ),INGINSINT  Ingegneria Insediativa Integrata SpA,1200000
482385,LOMBARDIA X FEDE,Fraz. Crevenna  22036 Erba ( CO ),Consorzio Stabile Santa Chiara,3564000
482388,"PIEMONTE, LIGURIA, VENETO (1)",Q.re Sant'Agabio  28100 Novara ( NO ),Mattioda Pierino & Figli SpA; integrato,6445000
482558,"PIEMONTE, LIGURIA, VENETO (1)",Via Bendini 40  10093 Collegno ( TO ),Maplex srl Costruzioni,1040000
482653,"PIEMONTE, LIGURIA, VENETO (1)",Via Rossetti   10073 Ciriè ( TO ),Boaglio Costruzioni Piemonte srl; Capogruppo ATI; Nuova Cava Ceretta srl; Scotta srl,1816000
482730,"PIEMONTE, LIGURIA, VENETO (1)",Via Alfazio 5  10046 Poirino ( TO ),Capogruppo ATI; Dicearco Costruzioni srl; Pace Costruzioni srl,1016000
482767,LOMBARDIA X FEDE,Via San Pancrazio  20060 Gessate ( MI ),Giambelli SpA,200000000
482862,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via al Castello 20  39017 Scena ( BZ ),Consorzio A-Net,3630000
482927,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Oldrini  29011 Borgonovo Val Tidone ( PC ),Quadrifoglio srl,
483011,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Bondanello 28  40013 Castel Maggiore ( BO ),ITI Impresa Generale SpA; Jona Ristrutturazioni Srl,11369000
483150,LOMBARDIA X FEDE,Via A.Maj 8  24121 Bergamo ( BG ),Sicebergamo srl,542000
483178,LOMBARDIA X FEDE,Via San Martino  20017 Rho ( MI ),Tecno Service srl Impianti Tecnologici,2855000
483192,LOMBARDIA X FEDE,Via Savona 134  20144 Milano ( MI ),Gruppo Building SpA,15000000
483330,"PIEMONTE, LIGURIA, VENETO (1)",Via Venezia 16  15121 Alessandria ( AL ),Tecnica Restauri srl,3922000
483490,LOMBARDIA X FEDE,Via Rinaldo Mantovano   46100 Mantova ( MN ),Capogruppo ATI; Enpower srl,9434000
483802,LOMBARDIA X FEDE,Via Mortirolo  23034 Grosotto ( SO ),Flooring dei F.lli Messina Srl,1250000
483996,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via di Toppo 69  33100 Udine ( UD ),Mazale Costruzioni srl,3238000
483999,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Adige  33100 Udine ( UD ),ITEC srl Costruzioni Generali; integrato,3535000
484079,LOMBARDIA X FEDE,Via Roma  24050 Mozzanica ( BG ),Cividini Ing&Co srl,
484295,LOMBARDIA X FEDE,Via Medici 7  21050 Cantello ( VA ),Gilomach srl,2500000
484334,LOMBARDIA X FEDE,Via Olimpia Strada Costa  25016 Ghedi ( BS ),"FL Costruzioni e Autotrasporti srl; suddiviso in 2 stralci,",12934000
484398,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Trieste  60030 Maiolati Spontini ( AN ),AMS Industry srl,3018000
484416,"PIEMONTE, LIGURIA, VENETO (1)",Via Gregorio XVI  32100 Belluno ( BL ),Capogruppo ATI; Impresa Costruzioni Tollot srl,3518000
484444,"PIEMONTE, LIGURIA, VENETO (1)",Via San Damiano Macra  12100 Cuneo ( CN ),COIFA srl; Romano Costruzioni & C srl - Gruppo Romano,5911000
484445,"PIEMONTE, LIGURIA, VENETO (1)",Via Rocca de' Baldi  12100 Cuneo ( CN ),Capogruppo ATI; Massucco Costruzioni srl; Sogen srl,8289000
484475,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",loc. Ponte a Elsa  50053 Empoli ( FI ),Valori Consorzio Stabile scarl,3663000
484650,"PIEMONTE, LIGURIA, VENETO (1)",Via Garnier 21  18012 Bordighera ( IM ),Simco srl Società Immobiliare Mattioda Costruzioni,2500000
484701,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Saffi  58100 Grosseto ( GR ),CC Cooperativa Civile StP soc.coop.; CNS Consorzio Nazionale Servizi Società; Eulero Engineering srl; HYDEA SpA; Newatt srl,4784000
484832,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Fabiola  43013 Langhirano ( PR ),Cogestra Srl; Consorzio Stabile Poliedro,1566000
484950,"PIEMONTE, LIGURIA, VENETO (1)",Via Rocca de Baldi 7  12100 Cuneo ( CN ),COIFA srl; Capogruppo ATI,7430000
484963,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Stalingrado  40128 Bologna ( BO ),Capogruppo ATI; Gianni Benvenuto SpA; SITE SpA,31400000
484987,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Campo del Sole  41055 Montese ( MO ),Capogruppo ATI; IOLA Costruzioni srl; Zaccaria Costruzioni srl,2375000
485060,LOMBARDIA X FEDE,Via Monsignor Rigamonti  20900 Monza ( MB ),Capogruppo ATI; Consorzio Stabile Triangolo Lariano srl,1140000
485066,"PIEMONTE, LIGURIA, VENETO (1)",Via Appia Monterosso  35031 Abano Terme ( PD ),Vitale One  Costruzioni srl,3107000
485266,LOMBARDIA X FEDE,Via Botticelli 14  20851 Lissone ( MB ),Dream Costruzioni srl,660000
485277,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Spiaggina  52043 Castiglion Fiorentino ( AR ),Ariete srl,3460000
485306,LOMBARDIA X FEDE,P.za Trento e Trieste  20095 Cusano Milanino ( MI ),Giudici SpA; Termocad srl,
485307,LOMBARDIA X FEDE,V.lo Lamperti 6  20061 Carugate ( MI ),Capogruppo ATI; Imprima Lavori srl; integrato,1509000
485374,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Veneto  56025 Pontedera ( PI ),Green Park srl; Proter srl,3200000
485388,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Paretaio  50039 Vicchio ( FI ),LaReFin srl,2213000
485402,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Coronella  44124 Ferrara ( FE ),Costruzioni Lago Srl; Itaco Consorzio Stabile + Fratelli Loiudice Paolo Francesco e Cipriano srl,1357000
485429,LOMBARDIA X FEDE,P.za Vittorio Veneto  27029 Vigevano ( PV ),ITI Impresa Generale SpA,6229000
485541,LOMBARDIA X FEDE,Via San Francesco  22040 Monguzzo ( CO ),Romeo srls,600000
485762,LOMBARDIA X FEDE,Via Massimiano 6  20134 Milano ( MI ),Coprima srl,14000000
485771,LOMBARDIA X FEDE,Via Stilicone 10  20154 Milano ( MI ),Restructura srl,4200000
485782,LOMBARDIA X FEDE,Loc. All  23030 Livigno ( SO ),Edil Galli srl,500000
485791,"PIEMONTE, LIGURIA, VENETO (1)",Via Sanmicheli 8  35123 Padova ( PD ),Baschieri Costruzioni srl; Consorzio Innova Società Cooperativa; Sicom Srl,832000
485841,"PIEMONTE, LIGURIA, VENETO (1)",Via Forneri  10041 Carignano ( TO ),Capogruppo ATI,2424000
486028,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Viaggi 4  40023 Castel Guelfo di Bologna ( BO ),Coge Renovatio srl,707000
486104,LOMBARDIA X FEDE,Via Santa Cristina  24048 Treviolo ( BG ),Adobati Eliseo & C snc + Spedil srl,2000000
486106,"PIEMONTE, LIGURIA, VENETO (1)",Via Zanchi  35042 Este ( PD ),Maroso Ivo Enzo srl Unipersonale,1787000
486195,LOMBARDIA X FEDE,Q.re San Fermo  21100 Varese ( VA ),Impresa Bacchi srl,15161000
486222,LOMBARDIA X FEDE,Via Guglielmo Pepe  21052 Busto Arsizio ( VA ),Notarimpresa SpA; integrato,5680000
486276,LOMBARDIA X FEDE,Via del Carso  25124 Brescia ( BS ),Girelli Costruzioni srl + Santamargherita srl,3200000
486300,"PIEMONTE, LIGURIA, VENETO (1)",Via Zamboni 35  37067 Valeggio sul Mincio ( VR ),Consorzio Nazionale Coop.Produzione Lavoro Ciro; Italbeton Spa; Val Fella Costruzioni Generali Srl,1944000
486880,"PIEMONTE, LIGURIA, VENETO (1)",Fr. Abbadia Alpina  10064 Pinerolo ( TO ),ICR Costruzioni srl,4000000
487459,"PIEMONTE, LIGURIA, VENETO (1)",Via Motte  31010 Maser ( TV ),Nardello Guido & Figli srl Gruppo Nardello,1823000
487489,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Bellini 5  47814 Bellaria-Igea Marina ( RN ),Consorzio Integra Società Cooperativa,2800000
487573,LOMBARDIA X FEDE,V.le Romagna 40  20900 Monza ( MB ),Wolf Haus srl,9000000
487597,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Gora  50019 Sesto Fiorentino ( FI ),AD Casa srl di Andrea Duranti,11500000
488023,"PIEMONTE, LIGURIA, VENETO (1)",Via Don A.Belluzzo  36056 Tezze sul Brenta ( VI ),AZ Costruzioni Srl; ITAC srl,1863000
488074,LOMBARDIA X FEDE,Via Amendola 27  21100 Varese ( VA ),Demolizioni,3000000
488126,LOMBARDIA X FEDE,Via Erodoto 16  20126 Milano ( MI ),AT Toptaglio srl; COEMI Coop Edile Muratori srl,12000000
488157,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Piazza 70  41126 Modena ( MO ),Idraulica F.lli Sala srl,1255000
488230,"PIEMONTE, LIGURIA, VENETO (1)",Via Roma  13854 Quaregna Cerreto ( BI ),ISI Costruzioni Generali srl,2800000
488315,LOMBARDIA X FEDE,Via Monte Sabini 21  20141 Milano ( MI ),GA Enne Costruzioni srl,12000000
488553,LOMBARDIA X FEDE,P.za Tirana 24  20147 Milano ( MI ),Borio Mangiarotti SpA,15000000
488624,LOMBARDIA X FEDE,Via Ponti 15  20871 Vimercate ( MB ),AGG Restauri srl,935000
488683,LOMBARDIA X FEDE,Via Isonzo 42  21020 Buguggiate ( VA ),Massetti Costruzioni srl,3000000
488851,LOMBARDIA X FEDE,Loc. San Fedele Intelvi  22022 Centro Valle Intelvi ( CO ),DISMA srl Demolizioni Industriali Strade Manufatti,1627000
488901,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Marconi  48124 Ravenna ( RA ),Amorino Impianti Energie Rinnovabili di Daniele; CMCF Soc. Coop. Muratori Cementisti Faenza; Capogruppo ATI,2431000
488911,"PIEMONTE, LIGURIA, VENETO (1)",Via San Francesco  35020 Ponte San Nicolò ( PD ),Scapin Costruzioni srl,1050000
489057,"PIEMONTE, LIGURIA, VENETO (1)",Str.Circonvallazione  15048 Valenza ( AL ),Edil Alta srl,1200000
489168,"PIEMONTE, LIGURIA, VENETO (1)",Via Perin  36043 Camisano Vicentino ( VI ),Atheste Costruzioni srl,608000
489195,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Castello  29010 Calendasco ( PC ),Corepp Srl,1106000
489197,"PIEMONTE, LIGURIA, VENETO (1)",P.za Alciati 4-11-15  13100 Vercelli ( VC ),Notarimpresa SpA,2150000
489300,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Rialdoli snc  50018 Scandicci ( FI ),Costruzioni Vitale srl; integrato,10309000
489316,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Caselle 26  40068 San Lazzaro di Savena ( BO ),Research Consorzio Stabile scarl,1835000
489424,"PIEMONTE, LIGURIA, VENETO (1)",Via Giaveno   10040 Rivalta di Torino ( TO ),Gemina srl,3000000
489613,"PIEMONTE, LIGURIA, VENETO (1)",C.so Trieste 41  10024 Moncalieri ( TO ),Consorzio Stabile Energos; Fenix Consorzio Stabile scarl,1683000
489615,"PIEMONTE, LIGURIA, VENETO (1)",Via S.Maria 78/80/82  10024 Moncalieri ( TO ),Studio Oikos srl,1309000
489671,LOMBARDIA X FEDE,C.so Porta Nuova 19  20121 Milano ( MI ),Cogefa SpA,8000000
489750,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Quara  42010 Toano ( RE ),Tazzioli e Magnani srl,778000
489751,LOMBARDIA X FEDE,Via Stelvio 6  20813 Bovisio-Masciago ( MB ),Futura srl; GM Costruzioni srl,5500000
489759,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",p.zza XX Settembre   29015 Castel San Giovanni ( PC ),Edilstrade Building SpA,610000
489767,"PIEMONTE, LIGURIA, VENETO (1)",Via G. Ferraris  13100 Vercelli ( VC ),Notarimpresa SpA,1985000
489886,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Montelungo 15  56122 Pisa ( PI ),CEMES SpA,2500000
489909,LOMBARDIA X FEDE,Via Rovigno 18  20125 Milano ( MI ),Tierre Immobiliare srl,9000000
489962,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Garibaldi  47043 Gatteo ( FC ),AGB Costruzioni srl; COIR Consorzio Imprese Romagnole; Emmea Srl Trade & Service; Impresa Mattei Lavori Edili Stradali srl,633000
490003,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Mazzini 70  42023 Cadelbosco di Sopra ( RE ),CME Consorzio Imprenditori Edili s.coop.; Teknoedil srl,
490021,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via della Faula  33100 Udine ( UD ),Capogruppo ATI; Gemmo SpA,11385000
490111,LOMBARDIA X FEDE,Via San Francesco 33  46019 Viadana ( MN ),Wolf System srl,1140000
490136,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Zenzano  41058 Vignola ( MO ),CA Costruzioni srl,1030000
490142,"PIEMONTE, LIGURIA, VENETO (1)",Via Dante 87-89  13100 Vercelli ( VC ),Notarimpresa SpA,3319000
490161,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Zanasi 60  41013 Castelfranco Emilia ( MO ),Capogruppo ATI; Mei Tecnologie e Costruzioni srl,
490177,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Cento  40017 San Giovanni in Persiceto ( BO ),Cerredil srl; Consorzio Innova Società Cooperativa; Omnia Impianti srl,2613000
490178,LOMBARDIA X FEDE,S.P. 14 Rivoltana  20050 Liscate ( MI ),BPZ Immobiliare srl,6000000
490196,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Europa  47822 Santarcangelo di Romagna ( RN ),FLP Costruzioni srl,9000000
490249,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Mazzini  47863 Novafeltria ( RN ),Ciccioni Roberto e Lorenzo snc,
490262,LOMBARDIA X FEDE,Via Aresi  46010 Curtatone ( MN ),Futuredil Mantova srl,650000
490268,"PIEMONTE, LIGURIA, VENETO (1)",Via Cechov 11  16159 Genova ( GE ),CEMA Costruzioni Edili Marittime Autostradali srl,3833000
490269,LOMBARDIA X FEDE,Via Goito   46049 Volta Mantovana ( MN ),Sorosina srl,849000
490453,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via XX Settembre  42010 Rio Saliceto ( RE ),Nial Nizzoli srl,1312000
490467,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Grandi 195  41019 Soliera ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri srl,2815000
490624,LOMBARDIA X FEDE,Via Damiano Chiesa 29  26841 Casalpusterlengo ( LO ),Pascolo srl,720000
490626,LOMBARDIA X FEDE,Via Vanoni 5  26841 Casalpusterlengo ( LO ),Cosiam srl,1172000
490667,LOMBARDIA X FEDE,Via Dottor Libero Signorelli  24064 Grumello del Monte ( BG ),Fin Berg srl Costruzioni Generali,1200000
490682,LOMBARDIA X FEDE,Via Promessi Sposi  23868 Valmadrera ( LC ),Impresa Edile Stampini srl,6000000
490688,LOMBARDIA X FEDE,Via Goito  25015 Desenzano del Garda ( BS ),La Solidarietà CMG Cooperativa Muratori Gussola,1629000
490696,LOMBARDIA X FEDE,Via Pellico  20027 Rescaldina ( MI ),Finocchiaro Costruzioni srl,3605000
490707,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Decorati al Valor Militare 60  41049 Sassuolo ( MO ),De Marchi srl,532000
490773,"PIEMONTE, LIGURIA, VENETO (1)",St. Becco d'Ania  12038 Savigliano ( CN ),Immobiliare Santarosa srl,2000000
490795,LOMBARDIA X FEDE,Via Vespucci  20090 Cesano Boscone ( MI ),Dicataldo Sabino + PMM srl,4660000
490954,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",P.le Karl Marx  47521 Cesena ( FC ),COIR Consorzio Imprese Romagnole,2320000
490978,"PIEMONTE, LIGURIA, VENETO (1)",C.so De Gasperi  12100 Cuneo ( CN ),Capogruppo ATI; MIT srl,15070000
491005,"PIEMONTE, LIGURIA, VENETO (1)",C.so Castelfidardo 39  10129 Torino ( TO ),Arco srl,4244000
491100,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Guardanavona  42025 Cavriago ( RE ),Capogruppo ATI; SOGEPI Costruzioni srl; Sgargi srl,1360000
491290,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Puccini  40026 Imola ( BO ),Consorzio Innova Società Cooperativa,
491322,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",P.le Marconi 37  29121 Piacenza ( PC ),Capogruppo ATI; Esse Climat srl,1272000
491415,LOMBARDIA X FEDE,Via Val Gardena 9  20128 Milano ( MI ),Edilpan srl,5000000
491423,LOMBARDIA X FEDE,Via Nazione Italiana 2  22070 Veniano ( CO ),Risana Soluzioni srl,511000
491565,LOMBARDIA X FEDE,Via Corelli 136  20134 Milano ( MI ),Consorzio Innova Società Cooperativa,4994000
491589,"PIEMONTE, LIGURIA, VENETO (1)",Via Stadio 16  31015 Conegliano ( TV ),Golden Art srl,2700000
491771,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Bargigia 36  48123 Ravenna ( RA ),RH Builder SpA,989000
491816,"PIEMONTE, LIGURIA, VENETO (1)",Via Santa Caterina 25  15011 Acqui Terme ( AL ),Bianchi Costruzioni sas di Bianchi geom Carlo e C,855000
491859,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via 56 Martiri   48124 Ravenna ( RA ),Dicataldo Sabino,3852000
491865,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Pavirani 23  48121 Ravenna ( RA ),ArCo Lavori s.coop.consortile,2093000
492195,LOMBARDIA X FEDE,V.le Giulio Richard 1  20143 Milano ( MI ),Intesa Costruzioni srl,25000000
492325,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Dante Alighieri 9  38016 Mezzocorona ( TN ),Capogruppo ATI; SICE srl Società Impianti Costrtuzioni,8157000
492339,"PIEMONTE, LIGURIA, VENETO (1)",Loc.Preglia  28865 Crevoladossola ( VB ),Tecno Costruzioni srl,1525000
492361,LOMBARDIA X FEDE,Via Forze Armate 195  20152 Milano ( MI ),Gruppo CVL Costruzioni Vinco Legnano SpA,7500000
492519,LOMBARDIA X FEDE,Via Arno 39  20089 Rozzano ( MI ),Borio Mangiarotti SpA,10000000
492589,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Fr. Seano  59015 Carmignano ( PO ),Quasimodo Costruzioni srl,3500000
492609,LOMBARDIA X FEDE,P.za Antonio Gramsci  21100 Varese ( VA ),Capogruppo ATI; Consorzio Innova Società Cooperativa,
