ID Progetto,File,Indirizzo,Imprese,Valore Stimato
506874,"PIEMONTE, LIGURIA, VENETO (1)",Via Passerella  28831 Baveno ( VB ),Tecno Costruzioni srl,1820000
506926,"PIEMONTE, LIGURIA, VENETO (1)",Via Luparia  15030 Rosignano Monferrato ( AL ),Cogeas srl,905000
506968,LOMBARDIA X FEDE,Via Statale dei Giovi  22070 Grandate ( CO ),Bragagnolo srl,600000
507048,LOMBARDIA X FEDE,Via Valleambrosia  20089 Rozzano ( MI ),CMB Coop Muratori e Braccianti di Carpi srl,11500000
507051,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Pineta  40020 Casalfiumanese ( BO ),Capogruppo ATI; Domus Aurea Consorzio Stabile scarl; SCS Costruzioni Edili Srl; Vica srl,1915000
507069,LOMBARDIA X FEDE,Q.re Sanpolino  25121 Brescia ( BS ),CONCOS Consorzio Costruttori Santarcangelo; Capogruppo ATI; FL Costruzioni e Autotrasporti srl; Giudici SpA,6650000
507082,LOMBARDIA X FEDE,Via Gentile  22014 Dongo ( CO ),Quadrifoglio srl,5231000
507171,"PIEMONTE, LIGURIA, VENETO (1)",Via Roma  36076 Recoaro Terme ( VI ),Sice srl,2241000
507251,LOMBARDIA X FEDE,Via Risorgimento  20030 Senago ( MI ),Raveggi srl; integrato,1312000
507385,"PIEMONTE, LIGURIA, VENETO (1)",Via Rosa  14100 Asti ( AT ),Doppia C Impianti di Capacchione Cosimo,1123000
507448,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Olmo  19038 Sarzana ( SP ),L'ingegnere Costruzioni srl,6000000
507489,LOMBARDIA X FEDE,P.za Alfieri  20100 Milano ( MI ),Impresa Percassi SpA,37500000
507587,"PIEMONTE, LIGURIA, VENETO (1)",Via Struppa 148  16165 Genova ( GE ),3R Costruzioni srl,1425000
507588,"PIEMONTE, LIGURIA, VENETO (1)",Via del Lagaccio   16134 Genova ( GE ),Cogeas srl,2342000
507738,"PIEMONTE, LIGURIA, VENETO (1)",Via Giuseppe Zanoia 22  28100 Novara ( NO ),FIDES srl,800000
507743,"PIEMONTE, LIGURIA, VENETO (1)",Via Maestra 20  10060 Scalenghe ( TO ),COGEPA srl; Edilia & Co Srl; Pangea Consorzio Stabile Scarl,1200000
507791,LOMBARDIA X FEDE,Via Corridoni 9  25128 Brescia ( BS ),CME Consorzio Imprenditori Edili s.coop.,1254000
507834,"PIEMONTE, LIGURIA, VENETO (1)",Via Arco di Giano  35129 Padova ( PD ),Industrie Edili SpA,80000000
507924,LOMBARDIA X FEDE,Via Kennedy 8  24040 Bottanuco ( BG ),Artedil di Campennì Rocco & C srl,5230000
507945,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le Quattro Novembre 3  38051 Borgo Valsugana ( TN ),Costruzioni Battisti srl,1815000
508001,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Galliera  40050 Argelato ( BO ),Comitel srl,960000
508056,LOMBARDIA X FEDE,Via Carlo Bazzi 51  20141 Milano ( MI ),Noldem SpA,4500000
508057,LOMBARDIA X FEDE,Via Bellini 8  20122 Milano ( MI ),Pegaso srl,3000000
508058,LOMBARDIA X FEDE,Via Capecelatro 6  20148 Milano ( MI ),RT Costruzioni srl,3000000
508130,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Rodari  40017 San Giovanni in Persiceto ( BO ),Air Fire SpA; Bianco Costruzioni srl; Capogruppo ATI; Ely Sistemi Project srl; Italced SpA; Luican Group Srl; MG Restauri srl,1598000
508199,"PIEMONTE, LIGURIA, VENETO (1)",Via Giardino Grande  18010 Cervo ( IM ),Consorzio Stabile del Mediterraneo scarl,1406000
508330,LOMBARDIA X FEDE,Via Monte Sabini 11  20141 Milano ( MI ),Edil BB srl,3500000
508388,LOMBARDIA X FEDE,Via Malipiero 12  20138 Milano ( MI ),Cogeb srl,8000000
508470,"PIEMONTE, LIGURIA, VENETO (1)",V.le Spalato  35044 Montagnana ( PD ),Tognetto srl,1453000
508504,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",P.le Gruppo Valanga  55027 Gallicano ( LU ),Conedil Federimpresa; Ediltec Ruotolo Srl,1793000
508530,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",C.so R. Emaldi 115  48010 Fusignano ( RA ),Consorzio Innova Società Cooperativa,803000
508557,LOMBARDIA X FEDE,Via Molinetto  20063 Cernusco sul Naviglio ( MI ),Edilvit srl,10000000
508567,LOMBARDIA X FEDE,Via Varesina 76  20156 Milano ( MI ),Cogeb srl,6000000
508580,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Caduti della Libertà  40012 Calderara di Reno ( BO ),Cires Società Cooperativa; Pignatti Dario srl; integrato,2041000
508583,LOMBARDIA X FEDE,Loc. San Quirico  25080 Muscoline ( BS ),D'aniello Scavi e Costruzioni,2500000
508641,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Riva Valdobbia  13021 Alagna Valsesia ( VC ),Bertini Costruzioni srl,18000000
508672,LOMBARDIA X FEDE,Via Empedocle 10  20128 Milano ( MI ),Coccia Costruzioni srl,8000000
508755,LOMBARDIA X FEDE,Via Toscanini 6  24129 Bergamo ( BG ),ICG Iozzino Costruzioni Generali srl,1323000
508757,LOMBARDIA X FEDE,Via Mozart  24126 Bergamo ( BG ),ICG Iozzino Costruzioni Generali srl,1494000
508758,LOMBARDIA X FEDE,Via Isabello  24125 Bergamo ( BG ),ICG Iozzino Costruzioni Generali srl,1673000
508759,LOMBARDIA X FEDE,Via Biava 24/A  24123 Bergamo ( BG ),Casaviva srl,1572000
508876,LOMBARDIA X FEDE,Via Follerau 1  25083 Gardone Riviera ( BS ),Sartec srl,2180000
508885,LOMBARDIA X FEDE,Via Giovanni Palatucci   20142 Milano ( MI ),Capitalfin Holding; Ediltecno Restauri srl,30000000
508887,LOMBARDIA X FEDE,Via Fermi 11  24068 Seriate ( BG ),Consorzio Stabile Energos,
508888,LOMBARDIA X FEDE,Via Buonarroti 22  24068 Seriate ( BG ),Capogruppo ATI; Consorzio Stabile Energos,2611000
508899,"PIEMONTE, LIGURIA, VENETO (1)",P.le Pieve 5  15067 Novi Ligure ( AL ),BM Costruzioni srl,
508927,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Fontana  48124 Ravenna ( RA ),ACG Arco Costruzioni Generali SpA; ArCo Lavori s.coop.consortile; ConSAR Soc Coop Cons; Tesco srl; VF Costruzioni e Restauri srl,1568000
508954,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Inghirami 1  52037 Sansepolcro ( AR ),Romeo Puri Elettroimpianti,1711000
508955,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Piero della Francesca  52100 Arezzo ( AR ),Eatec srl,3647000
509059,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",V.le della Resistenza 3  44021 Codigoro ( FE ),Consorzio Stabile F2B,1610000
509070,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Buozzi  52045 Foiano della Chiana ( AR ),Procogen srl; integrato,5251000
509074,"PIEMONTE, LIGURIA, VENETO (1)",Via Galilei 16  31015 Conegliano ( TV ),Setten Genesio SpA,3188000
509123,"PIEMONTE, LIGURIA, VENETO (1)",P.za Eroi Sanremesi 7  18038 Sanremo ( IM ),VIAM Infrastrutture srl,1355000
509146,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via G. di Vittorio  40014 Crevalcore ( BO ),Capogruppo ATI; Consorzio Stabile Costruendo srl,5469000
509164,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Sant'Anna  56021 Cascina ( PI ),Domus Restauri e Impianti srl,
509173,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Roma 8-10-12  60015 Falconara Marittima ( AN ),GIGA Project srl,1128000
509281,"PIEMONTE, LIGURIA, VENETO (1)",Via Manzoni   35020 Albignasego ( PD ),Aquarius Immobiliare srl,1200000
509372,"PIEMONTE, LIGURIA, VENETO (1)",Via Armando Diaz 62  35031 Abano Terme ( PD ),Frizzarin Carlo srl,1500000
509409,LOMBARDIA X FEDE,Via Trasimeno 86  20128 Milano ( MI ),Soledil srl,4000000
509484,LOMBARDIA X FEDE,Via delle Risaie  20079 Basiglio ( MI ),Gruppo Koni srl,21000000
509578,LOMBARDIA X FEDE,Via Arriga Alta  25017 Lonato del Garda ( BS ),Capogruppo ATI; LTL Labortatorio Tecnologico Lombardo srl; Pavoni SpA,6100000
509585,LOMBARDIA X FEDE,Via Paul Harris 11  26041 Casalmaggiore ( CR ),Impresa Edile Luzzara Romano e Figlio snc,600000
509589,LOMBARDIA X FEDE,Via Gosa 74  25085 Gavardo ( BS ),ABP Nocivelli SpA; Capogruppo ATI; LTL Labortatorio Tecnologico Lombardo srl,8031000
509614,LOMBARDIA X FEDE,Via Malta 42  25124 Brescia ( BS ),Mapen srl,10000000
509682,LOMBARDIA X FEDE,Via Mirandola angolo via Europa  20070 Cerro al Lambro ( MI ),Capogruppo ATI,1847000
509708,"PIEMONTE, LIGURIA, VENETO (1)",C.so Grosseto 115  10147 Torino ( TO ),Consorzio Stabile Artemide,13103000
509710,"PIEMONTE, LIGURIA, VENETO (1)",Via Brigata Cagliari  10064 Pinerolo ( TO ),Giugliano Costruzioni Metalliche srl; Mattioda Pierino & Figli SpA; Palingeo srl; SOGECO srl,7066000
509752,LOMBARDIA X FEDE,Via Turbada 12  23900 Lecco ( LC ),CRS Impianti e Costruzioni SpA; Capogruppo ATI; Legnotech SpA,5618000
509772,LOMBARDIA X FEDE,Via Maffei 53  23100 Sondrio ( SO ),CFC Srl; Consorzio Artek,2423000
509773,LOMBARDIA X FEDE,Via Maffei 43  23100 Sondrio ( SO ),CFC Srl; Consorzio Artek,2704000
509775,LOMBARDIA X FEDE,Via Maffei 80   23100 Sondrio ( SO ),CFC Srl; Consorzio Artek,2859000
510048,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Finalmarina  17024 Finale Ligure ( SV ),Edilcantieri Costruzioni srl,1367000
510093,"PIEMONTE, LIGURIA, VENETO (1)",Via De Gasperi  35030 Rubano ( PD ),Tiemme Costruzioni Edili SpA,3000000
510102,LOMBARDIA X FEDE,Via Zuera  24069 Trescore Balneario ( BG ),Impresa Milesi Geom Sergio srl,4037000
510123,LOMBARDIA X FEDE,Via Moia  25075 Nave ( BS ),Edilcostruzioni Group srl,2223000
510217,LOMBARDIA X FEDE,Via Artigianale  25082 Botticino ( BS ),Viridis Group SpA,954000
510265,"PIEMONTE, LIGURIA, VENETO (1)",Via Ettore de Sonnaz 8  10121 Torino ( TO ),CGG Gilardi Costruzioni Generali  SpA,33000000
510314,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",P.za Giovanni Paolo II 3  48010 Cotignola ( RA ),Edilcostruzioni Group srl,1193000
510413,LOMBARDIA X FEDE,Via Diaz  20834 Nova Milanese ( MB ),DM Costruzioni Generali srl,6000000
510421,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Benedetto Croce  63076 Monteprandone ( AP ),Marco Costruzioni srl,3772000
510473,LOMBARDIA X FEDE,Via Brasile  20096 Pioltello ( MI ),Vinci srl,4000000
510501,LOMBARDIA X FEDE,Via Goldoni  25082 Botticino ( BS ),Filva Costruzioni srl,1200000
510563,LOMBARDIA X FEDE,Via Trieste  24035 Curno ( BG ),GMG Centro Edile srl,9000000
510574,"PIEMONTE, LIGURIA, VENETO (1)",Via Molinetto 10  31054 Possagno ( TV ),ITAC srl,1087000
510604,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Aldo Moro  59013 Montemurlo ( PO ),Numeria 3 c/o Numeria SGR SpA,12000000
510608,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via dell'Industria  59013 Montemurlo ( PO ),CoEdil srl società benefit,2000000
510618,"PIEMONTE, LIGURIA, VENETO (1)",Via San Martino  37014 Castelnuovo del Garda ( VR ),Aquila Service Srl; Eco Green srl; MM Srl; Mast srl; VeCos Soc. cooperativa edile,2914000
510689,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Navile  40122 Bologna ( BO ),G&G srl,9000000
510724,LOMBARDIA X FEDE,Via F.lli de Giuli 1  25024 Leno ( BS ),PMM srl,
510740,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",loc. Fontescodella  62100 Macerata ( MC ),Costruzioni Vitale srl; integrato,3694000
510751,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Ca' Rossa  47121 Forlì ( FC ),Valbonetti Costruzioni srl,750000
510768,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Isola di Compiano  43053 Compiano ( PR ),Ingegneria & Costruzioni srl,594000
510788,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc.Trebbio 21  55064 Pescaglia ( LU ),Generali Impianti di Oscuri Felice,4500000
510813,LOMBARDIA X FEDE,V.le Fratelli Casiraghi 508  20099 Sesto San Giovanni ( MI ),SMV Costruzioni srl,9200000
510822,LOMBARDIA X FEDE,Via Timavo  23900 Lecco ( LC ),Capogruppo ATI; Idrotermica Langella srl; Neos Restauri srl; Poggio Impianti snc,1282000
510855,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Verga 62  44124 Ferrara ( FE ),Rico Costruzioni srl; integrato; integrato aggiudicato all'impresa segnalata che ha indicato i,1287000
510857,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Porotto  44124 Ferrara ( FE ),Arte Casa Immobiliare Srl,661000
510891,"PIEMONTE, LIGURIA, VENETO (1)",via Corso  19033 Castelnuovo Magra ( SP ),Edilpie srl,800000
511178,LOMBARDIA X FEDE,Via Garibaldi 12  46046 Medole ( MN ),Tabai Geom. Andrea Impresa Edile,562000
511184,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Casa Spianate  55011 Altopascio ( LU ),Capogruppo ATI; Lorenzini srl; Menichini Mario,1375000
511189,LOMBARDIA X FEDE,Via dei Gigli  20072 Pieve Emanuele ( MI ),Spinosa Costruzioni Generali Srl; aggiudicato mediante sottoscrizione di accordo quadro con,1016000
511209,LOMBARDIA X FEDE,Loc.Bersaglio   24062 Costa Volpino ( BG ),SPAM srl,778000
511245,LOMBARDIA X FEDE,Via Galileo Ferraris  20021 Bollate ( MI ),Green Coop Società Cooperativa Edilizia,5800000
511329,LOMBARDIA X FEDE,Via Parravicini 1/3  20125 Milano ( MI ),Broglio 21 srl,
511343,LOMBARDIA X FEDE,Via Salvator Allende  20060 Masate ( MI ),Replas Costruzioni srl,2400000
511389,"PIEMONTE, LIGURIA, VENETO (1)",Via Risorgimento  35020 Albignasego ( PD ),New Costruzioni srl,1000000
511465,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Maestra di Bagazzano  41015 Nonantola ( MO ),AeC Costruzioni srl,18000000
511476,LOMBARDIA X FEDE,Via Gosa traversa via Toresella 1  25085 Gavardo ( BS ),Gemmo SpA,627000
511540,LOMBARDIA X FEDE,Via Sant'Anna  20861 Brugherio ( MB ),Habitat di Casale Francesco,1061000
511562,"PIEMONTE, LIGURIA, VENETO (1)",Via Unità d'Italia 245  37132 Verona ( VR ),Fedrigoli Costruzioni SpA,953000
511610,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Canova di Gardolo  38121 Trento ( TN ),Cermis srl; Trento Due srl,16000000
511771,LOMBARDIA X FEDE,Via Mariano  22060 Novedrate ( CO ),Finocchiaro Costruzioni srl,2932000
511804,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via S. Agostino 14  47016 Predappio ( FC ),Naldi Carpenterie srl,500000
511938,LOMBARDIA X FEDE,Via Capecelatro  20148 Milano ( MI ),ImpreDo SpA,15000000
511946,"PIEMONTE, LIGURIA, VENETO (1)",Via Europa  36023 Longare ( VI ),Namira SGRpA,13000000
511968,LOMBARDIA X FEDE,Via Soffredini 75  20126 Milano ( MI ),Luxury Restauri e Ristrutturazioni srl; Progress SpA,3000000
511996,"PIEMONTE, LIGURIA, VENETO (1)",via San Lazzaro  17051 Andora ( SV ),Immobiliare Quattro Edile srl,1000000
512006,LOMBARDIA X FEDE,Via Elia  24020 Ranica ( BG ),Edilstrade srl,800000
512015,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",via Col di Lana  44042 Cento ( FE ),Tassi Group Holding srl,500000
512066,LOMBARDIA X FEDE,Via Ronco  21040 Carnago ( VA ),Costigliola Antonio srl,3786000
512205,LOMBARDIA X FEDE,Via Cadore  20900 Monza ( MB ),Engeco srl,15000000
512231,"PIEMONTE, LIGURIA, VENETO (1)",Via Goffredo Mameli  37051 Bovolone ( VR ),Gruppo Outset,1500000
512252,LOMBARDIA X FEDE,Via Santa Scolastica  25018 Montichiari ( BS ),Bollita Costruzioni soc.cvoop.; Consorzio Nazionale Coop.Produzione Lavoro Ciro; Edilcasa Soc.Coop; Emma Lavori s.coop rl; ICoNa Soc. Coop.; La Cascina Costruzioni Srl; MACOS Soc. Coop.; Tregi Soc. Coop. Consortile,941000
512257,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Pomposa Nord  44021 Codigoro ( FE ),Capogruppo ATI; LFM SpA,3412000
512261,"PIEMONTE, LIGURIA, VENETO (1)",Via Pascoli  37026 Pescantina ( VR ),Carli Costruzioni srl,2700000
512273,LOMBARDIA X FEDE,Via Santa Giulia  25062 Concesio ( BS ),ICEF srl Impresa Costruzioni Edili Frattini,2915000
512319,"PIEMONTE, LIGURIA, VENETO (1)",Via Nobili De Toma  28017 San Maurizio d'Opaglio ( NO ),Simonotti Franco Costruzioni srl,1500000
512333,LOMBARDIA X FEDE,Via Bindellera  20861 Brugherio ( MB ),GE Homes,8000000
512387,LOMBARDIA X FEDE,Via Isonzo 3  20095 Cusano Milanino ( MI ),Valefra srl,5000000
512511,LOMBARDIA X FEDE,Via Circonvallazione Est  24040 Stezzano ( BG ),Rota Nodari F.lli SpA,4000000
512514,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Vincenzo Cuoco  56123 Pisa ( PI ),Capogruppo ATI; LFM SpA,1214000
512541,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Don Sturzo  62029 Tolentino ( MC ),Brandi Costruzioni Srl,2600000
512609,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Flavio Andò 3  56128 Pisa ( PI ),Upgrading Services SpA,5530000
512643,LOMBARDIA X FEDE,Via Montenevoso 2  20131 Milano ( MI ),Costruendo Milano srl,4000000
512649,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Milano Marittima  48015 Cervia ( RA ),Gruppo Ritmo srl,800000
512803,LOMBARDIA X FEDE,Via Aldini 72  20157 Milano ( MI ),Cipiemme srl,1376000
512810,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Alfredo Barbacci  40139 Bologna ( BO ),Capogruppo ATI; LFM SpA,3089000
512825,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Montalto  52020 Laterina Pergine Valdarno ( AR ),Rag Costruzioni Srl,1302000
512837,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via San Francesco 17  63086 Force ( AP ),RiCe Costruzioni Generali Srl,702000
512865,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Padova   41049 Sassuolo ( MO ),Travex Srl,2256000
512888,LOMBARDIA X FEDE,Via Verdi  20049 Settala ( MI ),Imprima Lavori srl,648000
512904,LOMBARDIA X FEDE,Via Roma  26018 Trigolo ( CR ),Viviani Impianti srl,
512946,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via XX Settembre  60036 Montecarotto ( AN ),Coedil srl,1322000
512966,LOMBARDIA X FEDE,Via Piacenza 52/C  26013 Crema ( CR ),Cospec srl,3676000
513023,LOMBARDIA X FEDE,Via Durando  20158 Milano ( MI ),Carron SpA,20000000
513066,LOMBARDIA X FEDE,Via Leonardo da Vinci 7  24047 Treviglio ( BG ),Impresa Costruzioni Geom Ghidelli,800000
513117,"PIEMONTE, LIGURIA, VENETO (1)",Via Peirone  12047 Rocca de' Baldi ( CN ),MIT srl,1040000
513123,LOMBARDIA X FEDE,Via Monti  22036 Erba ( CO ),Como Contract srl,5000000
513125,"PIEMONTE, LIGURIA, VENETO (1)",Loc. Madonna dell'Olmo  12100 Cuneo ( CN ),Techne SpA,1074000
513141,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Fr. Tierno  38065 Mori ( TN ),Bolognani Armando  e Figli snc,1526000
513152,LOMBARDIA X FEDE,Via Roma 16  24018 Villa d'Almè ( BG ),DMC Costruzioni srl,567000
513153,LOMBARDIA X FEDE,Via Garibaldi 13/15  24122 Bergamo ( BG ),Cividini Ing&Co srl,1744000
513198,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino   10092 Beinasco ( TO ),Giesse Impianti srl,1603000
513250,LOMBARDIA X FEDE,Via Bellini 5  20064 Gorgonzola ( MI ),Capogruppo ATI; Meridionale Impianti SpA,5388000
513307,"PIEMONTE, LIGURIA, VENETO (1)",Via Musiné 26  10044 Pianezza ( TO ),ITAF srl; NIMA srl; TCI srl Tecnologie Civili e Industriali,1198000
513311,"PIEMONTE, LIGURIA, VENETO (1)",Fr. Gerbole di Volvera  10040 Volvera ( TO ),L'Operosa SpA; Varacalli Impianti srl,1251000
513376,LOMBARDIA X FEDE,Via Cerro Maggiore  20027 Rescaldina ( MI ),Carmar srl,1500000
513400,LOMBARDIA X FEDE,Via Alfonso Lamarmora 10  20122 Milano ( MI ),GKSD Edile SpA; Reald srl,8000000
513404,LOMBARDIA X FEDE,Via Don Silvio Marzorati 22  21047 Saronno ( VA ),Boaglio Costruzioni srl,8000000
513502,LOMBARDIA X FEDE,Via Belvedere  21035 Cunardo ( VA ),Impresa Edile Negri srl,600000
513604,LOMBARDIA X FEDE,Via Lomonaco  27100 Pavia ( PV ),Damiani Costruzioni srl; integrato,6697000
513653,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Piana  60020 Camerata Picena ( AN ),Protesis srl,1400000
513769,"PIEMONTE, LIGURIA, VENETO (1)",Via Borsellino 4  10138 Torino ( TO ),Manelli Impresa Spa,23038000
513833,"PIEMONTE, LIGURIA, VENETO (1)",Via Genova 601  19134 La Spezia ( SP ),INGINSINT  Ingegneria Insediativa Integrata SpA,2000000
513899,"PIEMONTE, LIGURIA, VENETO (1)",Vai Colombo 11  32032 Feltre ( BL ),Capogruppo ATI; STP Costruzioni,13926000
513908,LOMBARDIA X FEDE,Via Innocenta  25015 Desenzano del Garda ( BS ),Femm srl,7000000
513913,LOMBARDIA X FEDE,Via Marangoni  20813 Bovisio-Masciago ( MB ),Artedil srl,2560000
513946,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Garibaldi 63  61049 Urbania ( PU ),Capogruppo ATI; IMPE F.lli Fantoni srl,1687000
513949,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via S.Marina 35  40010 Bentivoglio ( BO ),Paolucci Costruzioni srl,
513974,LOMBARDIA X FEDE,Via Resegone  20025 Legnano ( MI ),IDC Costruzioni srl,2000000
514035,LOMBARDIA X FEDE,P.za Donatori di Sangue  25024 Leno ( BS ),ABP Nocivelli SpA; Capogruppo ATI; LTL Labortatorio Tecnologico Lombardo srl + Pavoni SpA,17436000
514067,LOMBARDIA X FEDE,Via Napoleona 60  22100 Como ( CO ),Multi Manutenzione srl,2109000
514086,"PIEMONTE, LIGURIA, VENETO (1)",Via Verrua  10040 Osasio ( TO ),Costruttori Qualificati srl,992000
514129,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Berchet  56017 San Giuliano Terme ( PI ),CAMST soc.coop. a rl; Icop SpA Società Benefit; Idealservice soc.soop.rl,44852000
514140,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Fr. Luco  50032 Borgo San Lorenzo ( FI ),Capogruppo ATI; TeCosIm srl; aggiudicato mediante sottoscrizione di Accordo Quadro - Cluster,867000
514157,"PIEMONTE, LIGURIA, VENETO (1)",Via Parruccona 251  35040 Casale di Scodosia ( PD ),L'Operosa SpA,1235000
514185,LOMBARDIA X FEDE,Loc.Montecroce  25015 Desenzano del Garda ( BS ),Capogruppo ATI; Dussmann Service Italia,2309000
514209,LOMBARDIA X FEDE,Via Schenavoglia  20083 Gaggiano ( MI ),Attività Edilizie Bergamasche srl,5000000
514322,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via delle Piazzole 27  38123 Trento ( TN ),Postal Ivano srl,3840000
514324,"PIEMONTE, LIGURIA, VENETO (1)",Via Valle  14033 Castell'Alfero ( AT ),Mistretta srl,1440000
514325,LOMBARDIA X FEDE,Via Grimani 1  25028 Verolanuova ( BS ),Capogruppo ATI; Pavoni SpA,872000
514335,"PIEMONTE, LIGURIA, VENETO (1)",Via Roma  12010 Cervasca ( CN ),Effettotetto snc,1500000
514360,"PIEMONTE, LIGURIA, VENETO (1)",Via Vecchia di Borgo San Dalmazzo  12100 Cuneo ( CN ),ICEG snc di Gallo Giuseppe & Figli,1500000
514367,LOMBARDIA X FEDE,Via General Cantore  46029 Suzzara ( MN ),Bottoli Costruzioni srl,6970000
514386,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Guareschi  62012 Civitanova Marche ( MC ),Elettro Stella srl; Italbedile di Gjolena Olti; integrato,1882000
514425,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino 7  17027 Pietra Ligure ( SV ),Castiglia Costruzioni srl,3000000
514439,"PIEMONTE, LIGURIA, VENETO (1)",fr. Mejaniga  35010 Cadoneghe ( PD ),Furlan Costruzioni srl,2000000
514475,LOMBARDIA X FEDE,Via F.lli Cervi 201  20054 Segrate ( MI ),AFEP srl; ITM Consorzio Stabile,5482000
514493,LOMBARDIA X FEDE,Via Fratelli Calvi 42  25056 Ponte di Legno ( BS ),Tasca srl,2610000
514549,LOMBARDIA X FEDE,V.le Paolo Onorato Vigliani 51  20148 Milano ( MI ),Edil-Eco srl,3000000
514585,LOMBARDIA X FEDE,P.za della Repubbblica  26020 Formigara ( CR ),Consorzio Artea,600000
514614,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Fiume  54100 Massa ( MS ),Finocchiaro Costruzioni srl,2310000
514653,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Cividale   33100 Udine ( UD ),Met srl,4500000
514700,"PIEMONTE, LIGURIA, VENETO (1)",Via Lombardia 29  16039 Sestri Levante ( GE ),Sic Edil srl,
514769,"PIEMONTE, LIGURIA, VENETO (1)",Via Torino  30020 Cinto Caomaggiore ( VE ),L'Operosa SpA,1972000
514793,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Loc. Santa Maria delle Fabbrecce  61121 Pesaro ( PU ),Cancellieri Costruzioni e Restauri Di Cancellieri; Capogruppo ATI; IMPE F.lli Fantoni srl; Zolfanelli impianti srl,2564000
514870,"TRENTINO, FRIULI, EMILIA, TOSCVANA, MARCHE ",Via Villagrappa  47030 San Mauro Pascoli ( FC ),Corbo Group SpA; integrato,2252000
514906,"PIEMONTE, LIGURIA, VENETO (1)",Via Mameli snc  37060 Erbè ( VR ),Meneghelli Costruzioni Group srl,600000
