Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s),Parte,Link Google Maps,Ultima,Descrizione
1,115,496599,Via R. Livatino 2  43039 Salsomaggiore Terme ( PR ),Renato Monica srl; integrato,212378,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,116,524785,Via Ricostruzione  29014 Castell'Arquato ( PC ),Quattoli Giacomo Costruzioni Edili srl,215053,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,117,531347,Via De Andrè  29010 Pontenure ( PC ),Camia Costruzioni srl,217686,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,118,479436,PEEP Q.re Farnesiana  29122 Piacenza ( PC ),BeGen Infrastrutture srl,219642,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,119,500595,Via Card.Maculani  29100 Piacenza ( PC ),Housingest Network Srl,221486,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,120,517989,Via del Pereto  29029 Rivergaro ( PC ),Tibulli Costruzioni srl,224248,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,121,528103,via Don Orsi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,224248,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,122,522928,Via Aldo Fochi  43013 Langhirano ( PR ),Chiastra & Pattera Costruzioni srl,225517,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,123,496776,Via Andrea Costa 4  42016 Guastalla ( RE ),Edilpiù di Vaccari Emerenzio & C Snc,225517,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,124,490467,Via Grandi 195  41019 Soliera ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri srl,229398,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,125,519052,Via Alessandro Manzoni  40012 Calderara di Reno ( BO ),Industrie Edili SpA,233177,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,126,528704,via Emilia Ponente 56  40100 Bologna ( BO ),Tecnocem srl,234916,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,127,274886,Via Ponente  40133 Bologna ( BO ),Impresa Percassi SpA,236377,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,128,517610,via Terracini  40131 Bologna ( BO ),Gruppo Dipierri SpA,237899,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,129,510689,Navile  40122 Bologna ( BO ),G&G srl,239522,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,130,530220,Via Matteotti 12  40013 Castel Maggiore ( BO ),Cires Società Cooperativa,241897,13,"=HYPERLINK(""https://www.google.com/maps/dir/44.613644%2C10.2612933/44.6162856%2C10.2627827/44.9212965%2C10.6504698/44.73987289999999%2C10.925054/44.4769329%2C11.2694066/44.5049614%2C11.3096751/44.5084224%2C11.2990218/44.5157674%2C11.3206699/44.499511%2C11.3385999/44.5748347%2C11.3656729"", ""Blocco 1 Parte 13"")",,
1,131,513949,Via S.Marina 35  40010 Bentivoglio ( BO ),Paolucci Costruzioni srl,243662,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
1,132,506787,Via Alda Merini 2   40055 Castenaso ( BO ),Abitare Villanova srl,245837,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
1,133,525391,Via Piave 1/2-1/3-1/4  40055 Castenaso ( BO ),Residenza Piave srl,247470,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
1,134,536666,Via Emilia   40068 San Lazzaro di Savena ( BO ),Bononia Holding srl,249143,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
1,135,517541,Via Speranza  40068 San Lazzaro di Savena ( BO ),Gruppo Dipierri SpA,250469,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
1,136,453271,Via Emilia  40064 Ozzano dell'Emilia ( BO ),Futura Costruzioni srl,252405,14,"=HYPERLINK(""https://www.google.com/maps/dir/44.6031573%2C11.4179637/44.50906699999999%2C11.4689067/44.4985104%2C11.4246234/44.4711516%2C11.4096065/44.4755738%2C11.4118767/44.4437443%2C11.4788431"", ""Blocco 1 Parte 14"")",,
2,1,526451,Via F.lli Cervi - Via Mattei  40064 Ozzano dell'Emilia ( BO ),Bononia Holding srl,0,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,2,515182,Via Collodi 3  40024 Castel San Pietro Terme ( BO ),Romagnoli Costruzioni Edili srl,1843,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,3,537531,Via Marangoni  40059 Medicina ( BO ),Next Design Group srl,4053,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,4,532073,Via Orsoni  40054 Budrio ( BO ),Molinella Costruzioni srl,6113,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,5,522205,Via Ariosto snc  40026 Imola ( BO ),SOGEI srl,9371,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,6,522919,Via Pisacane  40026 Imola ( BO ),Decostile; In Casa RE srl; SX srl; TBR Costruzioni Generali,10760,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,7,491290,Via Puccini  40026 Imola ( BO ),Mucini Srl di Mucini Gianfranco,12440,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,8,481673,Via Brando Brandi  47121 Forlì ( FC ),Olivucci Enea Srl,15933,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,9,510751,Via Ca' Rossa  47121 Forlì ( FC ),Valbonetti Costruzioni srl,17495,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,10,505048,Via Autoparco  47122 Forlì ( FC ),CSC Costruzioni srl; Capogruppo ATI; Minicucci Cairo Srl,19262,1,"=HYPERLINK(""https://www.google.com/maps/dir/44.4409563%2C11.4674101/44.421295%2C11.520178/44.4774299%2C11.6384994/44.5325565%2C11.5369551/44.3496035%2C11.713451/44.3477959%2C11.7257528/44.3462132%2C11.6855878/44.1772213%2C12.0689615/44.2012531%2C12.0402867/44.2323214%2C12.0342214"", ""Blocco 2 Parte 1"")",,
2,11,522326,Via della Repubblica  47034 Forlimpopoli ( FC ),Gazzoni srl,21340,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,12,535601,via Loreto  47521 Cesena ( FC ),Impresa Edile Medri Renzo & C. snc,23858,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,13,515185,P.zza Togliatti  47035 Gambettola ( FC ),Impresa Edile Medri Renzo & C. snc,25233,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",ultima azienda da visitare,
2,14,533810,via Verdi  47035 Gambettola ( FC ),Gruppo Ritmo srl,26692,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,15,539779,Via Ravenna ang. Via Savio   47814 Bellaria-Igea Marina ( RN ),Moma srl,28835,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,16,518049,Via Caduti per la libertà 16  47814 Bellaria-Igea Marina ( RN ),Tosi Immobiliare,30288,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,17,534558,Via G. Garibaldi snc  47814 Bellaria-Igea Marina ( RN ),Due Laghi srl,31917,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,18,490196,Via Europa  47822 Santarcangelo di Romagna ( RN ),FLP Costruzioni srl,33776,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,19,532474,Via Ugo La Malfa  47822 Santarcangelo di Romagna ( RN ),Immobiliare Borgo Spina srl,35274,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,20,455789,Via Costa 106  47822 Santarcangelo di Romagna ( RN ),Zanon Prefabbricati,36789,2,"=HYPERLINK(""https://www.google.com/maps/dir/44.1910269%2C12.1290072/44.1092242%2C12.327577/44.1063682%2C12.3363412/44.1200924%2C12.3332156/44.1590669%2C12.4448064/44.148853%2C12.4595989/44.1179331%2C12.4921134/44.0604613%2C12.4577732/44.0543759%2C12.439147/44.0686715%2C12.4332105"", ""Blocco 2 Parte 2"")",,
2,21,527249,Via Orione  47923 Rimini ( RN ),Genius srl,39213,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,22,520908,via Buonamici - via Gravina  47924 Rimini ( RN ),Mar Bell srl,41004,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,23,521511,V.le Siracusa  47924 Rimini ( RN ),Oasi srl,42525,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,24,521477,Via Marconi 11   47924 Rimini ( RN ),Modulo Costruzioni,43938,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,25,498532,V.le Piemonte  47838 Riccione ( RN ),Sorgente srl,45543,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,26,529152,via Circonvallazione 6  47838 Riccione ( RN ),Massari Group srl,47051,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,27,447227,Via Bergamo  47838 Riccione ( RN ),I Platani srl; integrato aggiudicato all'impresa segnalata che ha indicato i,48407,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,28,537074,Via Allende 101  47841 Cattolica ( RN ),Rocar Costruzioni srl,50306,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,29,523747,Via Risorgimento 25  47841 Cattolica ( RN ),Sartori Costruzioni srl,51814,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",,
2,30,464092,Via Montevecchio  47921 Rimini ( RN ),Venturelli Romolo Srl,54726,3,"=HYPERLINK(""https://www.google.com/maps/dir/44.0539434%2C12.5631793/44.048514%2C12.5939322/44.0420413%2C12.6038936/44.0337265%2C12.6159917/44.0077449%2C12.6269914/43.9968934%2C12.6479424/43.99267%2C12.6623023/43.9574958%2C12.7311146/43.966014%2C12.7426751/44.0053215%2C12.5549224"", ""Blocco 2 Parte 3"")",ultima azienda da visitare,
2,31,512649,Loc. Milano Marittima  48015 Cervia ( RA ),Gruppo Ritmo srl,58443,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,32,536084,Via Lord Byron snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,60176,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,33,495495,V.le Amerigo Vespucci  48125 Ravenna ( RA ),Galileo srl,61551,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,34,536086,Via Antica Milizia  48121 Ravenna ( RA ),Gruppo Ritmo srl + Gruppo Ritmo srl; assegnato,63986,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,35,535928,Via Suzzi  48124 Ravenna ( RA ),CMCF Soc. Coop. Muratori Cementisti Faenza,65601,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,36,409306,p.le Farini 21  48121 Ravenna ( RA ),CEAR Consorzio Edili Artigiani Ravenna Soc.; Safer srl; Stylcasa srl,67353,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,37,542609,V.le delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,69358,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
2,38,537153,Via delle Americhe  48122 Ravenna ( RA ),Gruppo Ritmo srl,70558,4,"=HYPERLINK(""https://www.google.com/maps/dir/44.2680664%2C12.3553337/44.3079973%2C12.343463/44.3241064%2C12.3337811/44.4105409%2C12.2195399/44.4033523%2C12.1878969/44.4187463%2C12.205547/44.4445779%2C12.2891309/44.4445779%2C12.2891309/44.6783948%2C12.2299464/44.6859721%2C12.1940148"", ""Blocco 2 Parte 4"")",,
