Blocco,Ordine,ID Progetto,Indirizzo,Impresa,Tempo cumulato (s),Parte,Link Google Maps,Ultima,Descrizione
1,56,534239,Via Manzoni  35036 Montegrotto Terme ( PD ),Bosco Costruzioni srl,102397,6,"=HYPERLINK(""https://www.google.com/maps/dir/45.2749243%2C12.0754167/45.1399718%2C12.085654/45.2111481%2C11.8335549/45.2150113%2C11.7594241/45.2444178%2C11.7429146/45.3263901%2C11.7902316/45.362302%2C11.7939847/45.3852811%2C11.7905623/45.3904355%2C11.7624383/45.4150499%2C11.8096818"", ""Blocco 1 Parte 6"")",,
1,57,509372,Via Armando Diaz 62  35031 Abano Terme ( PD ),Frizzarin Carlo srl,104183,6,"=HYPERLINK(""https://www.google.com/maps/dir/45.2749243%2C12.0754167/45.1399718%2C12.085654/45.2111481%2C11.8335549/45.2150113%2C11.7594241/45.2444178%2C11.7429146/45.3263901%2C11.7902316/45.362302%2C11.7939847/45.3852811%2C11.7905623/45.3904355%2C11.7624383/45.4150499%2C11.8096818"", ""Blocco 1 Parte 6"")",,
1,58,525281,Via Turchia  35030 Selvazzano Dentro ( PD ),Coeb Costruzioni srl,105884,6,"=HYPERLINK(""https://www.google.com/maps/dir/45.2749243%2C12.0754167/45.1399718%2C12.085654/45.2111481%2C11.8335549/45.2150113%2C11.7594241/45.2444178%2C11.7429146/45.3263901%2C11.7902316/45.362302%2C11.7939847/45.3852811%2C11.7905623/45.3904355%2C11.7624383/45.4150499%2C11.8096818"", ""Blocco 1 Parte 6"")",,
1,59,537876,Loc. Montecchia - v.lo Collodi  35030 Saccolongo ( PD ),ASA Costruzioni Padova srl,107445,6,"=HYPERLINK(""https://www.google.com/maps/dir/45.2749243%2C12.0754167/45.1399718%2C12.085654/45.2111481%2C11.8335549/45.2150113%2C11.7594241/45.2444178%2C11.7429146/45.3263901%2C11.7902316/45.362302%2C11.7939847/45.3852811%2C11.7905623/45.3904355%2C11.7624383/45.4150499%2C11.8096818"", ""Blocco 1 Parte 6"")",,
1,60,534242,Via Monti 7  35030 Selvazzano Dentro ( PD ),Bosco Costruzioni srl,109258,6,"=HYPERLINK(""https://www.google.com/maps/dir/45.2749243%2C12.0754167/45.1399718%2C12.085654/45.2111481%2C11.8335549/45.2150113%2C11.7594241/45.2444178%2C11.7429146/45.3263901%2C11.7902316/45.362302%2C11.7939847/45.3852811%2C11.7905623/45.3904355%2C11.7624383/45.4150499%2C11.8096818"", ""Blocco 1 Parte 6"")",,
1,61,521926,Via Dante  35030 Selvazzano Dentro ( PD ),Cedri Immobiliare srl,110584,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,62,534851,via Miacche  35030 Rubano ( PD ),EB Costruzioni srl,111974,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,63,510093,Via De Gasperi  35030 Rubano ( PD ),Tiemme Costruzioni Edili SpA,113265,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,64,525291,"Via Cardinale Borromeo, 82  35030 Rubano ( PD )",Vega srl,114730,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,65,526737,Via Caduti di Nassyria snc  35035 Mestrino ( PD ),Costruzioni Zanta Silvano Srl,116478,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,66,407299,via Verdi  35013 Cittadella ( PD ),Tiemme Costruzioni Edili SpA,119831,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,67,523550,Via Da Vinci  35014 Fontaniva ( PD ),Tiemme Costruzioni Edili SpA,121387,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,68,525343,Via Draganziolo  35017 Piombino Dese ( PD ),Impresa Edile Tosatto Mauro,124178,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,69,503994,Via W. Ferrari 30  45100 Rovigo ( RO ),Milan Luigi srl,128776,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,70,519033,Via Oroboni  45100 Rovigo ( RO ),Consorzio Innova Società Cooperativa,130141,7,"=HYPERLINK(""https://www.google.com/maps/dir/45.4199515%2C11.8062447/45.4262382%2C11.7937858/45.4307244%2C11.7941166/45.4293679%2C11.8093934/45.4367638%2C11.764255/45.643529%2C11.7828906/45.6302226%2C11.759514/45.6041541%2C11.9924716/45.0748447%2C11.7850885/45.0736667%2C11.7989752"", ""Blocco 1 Parte 7"")",,
1,71,500059,Via della Pace  45010 Villadose ( RO ),Edilcos Costruzioni srl,131971,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,72,510855,Via Verga 62  44124 Ferrara ( FE ),Rico Costruzioni srl; integrato; integrato aggiudicato all'impresa segnalata che ha indicato i,135738,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,73,515418,Via Spadari  44121 Ferrara ( FE ),Costruzioni Borelli,137464,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,74,497722,Via Nenni 41  44028 Poggio Renatico ( FE ),Medil srl Costruzioni Generali; integrato,139959,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,75,496671,Via Verga 2  44047 Terre del Reno ( FE ),Medil srl Costruzioni Generali,141771,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,76,526893,Via Forlì  40018 San Pietro in Casale ( BO ),SEI Sistemi Edili Integrati srl,144026,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,77,522684,Via Pietro Mennea 1/3  40016 San Giorgio di Piano ( BO ),Schibuola Costruzioni srl,145866,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,78,503806,Via Gandolfi  40050 Castello d'Argile ( BO ),Merighi srl,147741,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,79,461433,Via C. Breveglieri 2/2  44042 Cento ( FE ),Attiva Costruzioni srl; Cires Società Cooperativa; Consorzio Integra Società Cooperativa,149833,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,80,512015,via Col di Lana  44042 Cento ( FE ),Tassi Group Holding srl,151666,8,"=HYPERLINK(""https://www.google.com/maps/dir/45.0740046%2C11.8920927/44.8222858%2C11.5990795/44.8384874%2C11.6170539/44.76243849999999%2C11.4895676/44.8019071%2C11.4133937/44.6993844%2C11.408515/44.6450687%2C11.3681995/44.6762477%2C11.2955451/44.7306825%2C11.2910966/44.7608024%2C11.2872967"", ""Blocco 1 Parte 8"")",,
1,81,495903,Via Saragat  40019 Sant'Agata Bolognese ( BO ),Edilcraft srl,154121,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,82,517297,Via Mavora  40019 Sant'Agata Bolognese ( BO ),Scandia Costruzioni srl,155516,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,83,490161,Via Zanasi 60  41013 Castelfranco Emilia ( MO ),Capogruppo ATI; Mei Tecnologie e Costruzioni srl,157568,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,84,536434,Str. Saliceto Panaro  41122 Modena ( MO ),Costruzioni Iris srl,159702,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,85,524175,Via Campi 213  41125 Modena ( MO ),CGA Costruzioni Generali Appennino srl; Capogruppo ATI,161068,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,86,517255,via Moreali 245  41124 Modena ( MO ),Safim srl,162469,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,87,518716,Via Udine  41125 Modena ( MO ),Aspen srl,163993,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,88,454307,Via S.Eufemia 25  41121 Modena ( MO ),AEC Costruzioni srl,165731,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,89,469977,Via Nonantolana 221  41122 Modena ( MO ),ArCo Lavori s.coop.consortile; VF Costruzioni e Restauri Srl + Scientia srl,167538,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,90,504244,via Benassi  41122 Modena ( MO ),Morbio Costruzioni SpA,168977,9,"=HYPERLINK(""https://www.google.com/maps/dir/44.6595848%2C11.1456225/44.666801%2C11.1252383/44.593983%2C11.052136/44.6390804%2C10.9504702/44.6320838%2C10.9435508/44.6371595%2C10.9387389/44.6307743%2C10.925118/44.6469567%2C10.9237794/44.6542744%2C10.9396493/44.6573172%2C10.9279091"", ""Blocco 1 Parte 9"")",,
1,91,525186,Via Zini  41123 Modena ( MO ),Classe Immobiliare srl,170613,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,92,505539,Str. Corletto Sud 237  41123 Modena ( MO ),VF Costruzioni e Restauri srl,172395,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,93,497909,Via Focherini  41043 Formigine ( MO ),Frascari Ferruccio SpA,174072,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,94,536388,Via Virginia Woolf  41053 Maranello ( MO ),Home Immobili srl; assegnato + San Giacomo srl,175884,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,95,531654,Via Elsa Morante  41053 Maranello ( MO ),Immobiliare Le Querce srl,177245,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,96,463397,Via Cappella 109  41053 Maranello ( MO ),CME Consorzio Imprenditori Edili s.coop.,178647,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,97,527082,Via Frattini  41053 Maranello ( MO ),Progetto Edile srl,180216,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,98,530206,Via Pertini  41042 Fiorano Modenese ( MO ),Arcadia Immobiliare srl,181910,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,99,535755,Via Silvio Pellico 6  41042 Fiorano Modenese ( MO ),Edifica srl,183447,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,100,504053,Via Fenuzzi   41049 Sassuolo ( MO ),Acea Costruzioni SpA,185244,10,"=HYPERLINK(""https://www.google.com/maps/dir/44.6627115%2C10.8878308/44.6248705%2C10.8420252/44.5799229%2C10.8447998/44.5263024%2C10.8666834/44.5220991%2C10.8743849/44.50715960000001%2C10.8729908/44.5323597%2C10.8966423/44.5309723%2C10.8412998/44.5395794%2C10.8128343/44.5400508%2C10.7824231"", ""Blocco 1 Parte 10"")",,
1,101,534235,V.le della Repubblica   42019 Scandiano ( RE ),Cooperativa Edilizia San Martino; Poldo srl,187375,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,102,526171,Via Ariosto  42020 Albinea ( RE ),Andria s.coop.rl,189059,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,103,530136,Via Giulio Mattioli  42020 Albinea ( RE ),F&F Costruzioni Generali,190334,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,104,522784,Via S.Matteo 55  42020 San Polo d'Enza ( RE ),Edil F.lli Leto snc,193125,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,105,534381,Via Basse - Monticelli terme  43022 Montechiarugolo ( PR ),Sercal Costruzioni srl,195565,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,106,502430,Str. del Lazzaretto  43123 Parma ( PR ),Buozzi & C. Costruzioni srl,197207,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,107,541348,Via Erberto Carboni  43123 Parma ( PR ),La Torre srl,198695,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,108,502432,Via Budellungo Est  43123 Parma ( PR ),Immobiliare Farnese srl,200069,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,109,520085,via Cassio Parmense  43123 Parma ( PR ),Impresa ing.Marchesini srl,201502,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,110,498898,Via del Garda 8  43123 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI,203016,11,"=HYPERLINK(""https://www.google.com/maps/dir/44.5961361%2C10.6974956/44.6044038%2C10.6373517/44.6047809%2C10.6362867/44.62577960000001%2C10.4262981/44.7292565%2C10.3935586/44.7613676%2C10.3761713/44.7788223%2C10.3670603/44.781875%2C10.356819/44.79237%2C10.3507052/44.8023183%2C10.3503157"", ""Blocco 1 Parte 11"")",,
1,111,498895,Via B.go San Giuseppe 32  43125 Parma ( PR ),Cams Servizi Edili srl; Capogruppo ATI; F.lli B System Srl,204732,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,112,530550,Via Caduti di Nassrya  43126 Parma ( PR ),Bucci SpA,206351,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,113,476035,Loc. Castelguelfo  43010 Fontevivo ( PR ),Scaramuzza Fabrizio srl,208227,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
1,114,541249,Via Formica (ex c.d.1)   43015 Noceto ( PR ),Rgm New srl,209843,12,"=HYPERLINK(""https://www.google.com/maps/dir/44.7997812%2C10.3191568/44.7821984%2C10.2999403/44.825244%2C10.211905/44.8154328%2C10.1608759/44.81658849999999%2C9.9945036/44.8530971%2C9.8720214/44.994085%2C9.7827163/45.0300347%2C9.7138525/45.0588439%2C9.6945459/44.916505%2C9.5936689"", ""Blocco 1 Parte 12"")",,
